time_window,area,latitude,longitude,rainfall_mm,delay_minutes,congestion_percent,incident_count,weather_score,traffic_score,incident_score,civic_pulse_score,pulse_status,anomaly_count,event_status,evidence_level,summary,pulse_explanation
2026-09-24 08:20:00,Pratap Nagar,26.815,75.829,4.8,5.49,26.055,2.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,Pratap Nagar is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:20:00,Raja Park,26.9,75.822,2.39,8.87,45.795,1.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,Raja Park is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:20:00,Sanganer,26.8197,75.769,0.98,4.335,34.47,2.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,Sanganer is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:20:00,Vaishali Nagar,26.9124,75.7485,2.15,5.859999999999999,35.075,2.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,Vaishali Nagar is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:30:00,C-Scheme,26.9118,75.795,5.18,8.765,34.145,2.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,C-Scheme is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:30:00,Civil Lines,26.9075,75.787,3.9,4.68,39.114999999999995,2.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,Civil Lines is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:30:00,Durgapura,26.8547,75.805,1.34,12.649999999999999,34.825,1.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,Durgapura is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:30:00,Jagatpura,26.839,75.826,0.61,8.86,38.91,0.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,Jagatpura is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:30:00,Malviya Nagar,26.8508,75.806,0.81,8.67,35.61,2.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,Malviya Nagar is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:30:00,Mansarovar,26.85,75.763,0.2,4.985,32.480000000000004,0.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,Mansarovar is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:30:00,Pratap Nagar,26.815,75.829,2.3,4.09,39.245000000000005,3.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,Pratap Nagar is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:30:00,Raja Park,26.9,75.822,1.62,9.065,40.94,3.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,Raja Park is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:30:00,Sanganer,26.8197,75.769,3.74,8.85,33.11,3.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,Sanganer is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:30:00,Vaishali Nagar,26.9124,75.7485,4.65,10.385,39.94,2.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,Vaishali Nagar is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:40:00,C-Scheme,26.9118,75.795,4.18,9.6,38.54,1.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,C-Scheme is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:40:00,Civil Lines,26.9075,75.787,3.31,8.785,41.44,1.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,Civil Lines is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:40:00,Durgapura,26.8547,75.805,3.43,5.175,33.765,3.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,Durgapura is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:40:00,Jagatpura,26.839,75.826,0.74,10.075,28.695,1.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,Jagatpura is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:40:00,Malviya Nagar,26.8508,75.806,2.78,4.17,35.67,4.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,Malviya Nagar is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:40:00,Mansarovar,26.85,75.763,3.04,10.135,23.03,0.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,Mansarovar is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:40:00,Pratap Nagar,26.815,75.829,0.0,7.4350000000000005,23.84,3.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,Pratap Nagar is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:40:00,Raja Park,26.9,75.822,0.86,5.05,50.085,3.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,Raja Park is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:40:00,Sanganer,26.8197,75.769,0.02,6.545,25.905,2.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,Sanganer is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:40:00,Vaishali Nagar,26.9124,75.7485,2.15,12.305,26.345,0.0,0.0,100.0,0.0,40.0,Elevated Activity,0,Normal,High,Vaishali Nagar is currently showing mostly normal civic conditions. The Civic Pulse Score is 40/100.,🚗 Traffic disruption is elevated (score 100/100).
2026-09-24 08:50:00,C-Scheme,26.9118,75.795,4.18,7.835,40.775,2.0,15.433915410273034,11.221771441672372,21.86897519679064,15.7,Normal,0,Normal,High,C-Scheme is currently showing mostly normal civic conditions. The Civic Pulse Score is 16/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 08:50:00,Civil Lines,26.9075,75.787,3.31,7.01,32.32,4.0,17.94520089517786,0.8499557608670105,42.91712344434889,18.6,Normal,1,Watch,High,Civil Lines: One civic signal is showing unusual activity. Observed signals: civic incidents are elevated (4). Civic Pulse Score: 19/100. These signals are temporally associated; the system does not infer causation.,🚨 Civic incidents are elevated (score 43/100).
2026-09-24 08:50:00,Durgapura,26.8547,75.805,3.43,9.36,29.240000000000002,1.0,22.5815756239402,23.107523467184055,14.132142689802297,20.3,Moderate Activity,1,Watch,High,Durgapura: One civic signal is showing unusual activity. Observed signals: traffic congestion is unusually high (29%). Civic Pulse Score: 20/100. These signals are temporally associated; the system does not infer causation.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 08:50:00,Jagatpura,26.839,75.826,0.74,9.75,34.95,2.0,17.82194097956134,7.389048262539414,12.26203526981397,12.0,Normal,0,Normal,High,Jagatpura is currently showing mostly normal civic conditions. The Civic Pulse Score is 12/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 08:50:00,Malviya Nagar,26.8508,75.806,2.78,8.16,34.93,2.0,4.751305376653273,6.952889484636547,3.065508817453495,5.1,Normal,0,Normal,High,Malviya Nagar is currently showing mostly normal civic conditions. The Civic Pulse Score is 5/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 08:50:00,Mansarovar,26.85,75.763,3.04,7.13,37.894999999999996,2.0,14.962675167419066,4.927211302796742,12.26203526981397,10.1,Normal,0,Normal,High,Mansarovar is currently showing mostly normal civic conditions. The Civic Pulse Score is 10/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 08:50:00,Pratap Nagar,26.815,75.829,0.0,6.390000000000001,33.49,1.0,28.124966320017787,7.868939280030034,28.651241840085223,20.2,Moderate Activity,0,Normal,High,Pratap Nagar is currently showing mostly normal civic conditions. The Civic Pulse Score is 20/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 08:50:00,Raja Park,26.9,75.822,0.86,7.265,24.795,1.0,23.782166720594105,18.37915118247735,12.26203526981397,18.2,Normal,0,Normal,High,Raja Park is currently showing mostly normal civic conditions. The Civic Pulse Score is 18/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 08:50:00,Sanganer,26.8197,75.769,0.02,9.085,29.060000000000002,2.0,21.51959969729601,13.623360323297213,7.010315700852924,14.0,Normal,0,Normal,High,Sanganer is currently showing mostly normal civic conditions. The Civic Pulse Score is 14/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 08:50:00,Vaishali Nagar,26.9124,75.7485,2.15,6.37,31.255,1.0,5.20227781453264,13.027805205895922,5.958406805780997,8.6,Normal,0,Normal,High,Vaishali Nagar is currently showing mostly normal civic conditions. The Civic Pulse Score is 9/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:00:00,C-Scheme,26.9118,75.795,2.12,5.69,31.9,2.0,6.48895444259527,13.454090687439756,18.22414599732553,12.8,Normal,0,Normal,High,C-Scheme is currently showing mostly normal civic conditions. The Civic Pulse Score is 13/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:00:00,Civil Lines,26.9075,75.787,0.44,8.785,46.965,4.0,21.529747922028022,25.2750787659862,28.55989104242955,25.1,Moderate Activity,0,Normal,High,Civil Lines is currently showing mostly normal civic conditions. The Civic Pulse Score is 25/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:00:00,Durgapura,26.8547,75.805,2.07,4.3100000000000005,36.01,2.0,7.976060191743733,15.718747579938029,2.5059639388949213,9.4,Normal,0,Normal,High,Durgapura is currently showing mostly normal civic conditions. The Civic Pulse Score is 9/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:00:00,Jagatpura,26.839,75.826,3.39,4.965,40.715,2.0,22.067840181230977,40.341994302716614,11.000554242550592,26.1,Moderate Activity,1,Watch,High,Jagatpura: One civic signal is showing unusual activity. Observed signals: traffic delay is unusually high (5.0 min). Civic Pulse Score: 26/100. These signals are temporally associated; the system does not infer causation.,🚗 Traffic disruption is elevated (score 40/100).
2026-09-24 09:00:00,Malviya Nagar,26.8508,75.806,1.81,9.05,33.01,4.0,17.303365155222597,7.0449910436538925,31.33782082999118,17.4,Normal,0,Normal,High,Malviya Nagar is currently showing mostly normal civic conditions. The Civic Pulse Score is 17/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:00:00,Mansarovar,26.85,75.763,0.87,7.44,37.58,2.0,24.55541124431518,3.012205110639462,11.000554242550592,11.9,Normal,0,Normal,High,Mansarovar is currently showing mostly normal civic conditions. The Civic Pulse Score is 12/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:00:00,Pratap Nagar,26.815,75.829,2.75,4.37,28.415,1.0,3.5533822160871056,17.10294312511511,22.335707694632518,14.6,Normal,0,Normal,High,Pratap Nagar is currently showing mostly normal civic conditions. The Civic Pulse Score is 15/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:00:00,Raja Park,26.9,75.822,1.02,5.82,39.56,1.0,14.953971599951032,12.961114686132243,11.000554242550592,13.0,Normal,0,Normal,High,Raja Park is currently showing mostly normal civic conditions. The Civic Pulse Score is 13/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:00:00,Sanganer,26.8197,75.769,1.64,9.855,27.22,0.0,5.019373095211367,21.49170259724751,32.24364144680901,19.8,Normal,0,Normal,High,Sanganer is currently showing mostly normal civic conditions. The Civic Pulse Score is 20/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:00:00,Vaishali Nagar,26.9124,75.7485,4.53,7.79,31.555,2.0,36.838738367950796,6.266140510878582,11.000554242550592,16.9,Normal,0,Normal,High,Vaishali Nagar is currently showing mostly normal civic conditions. The Civic Pulse Score is 17/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:10:00,C-Scheme,26.9118,75.795,2.42,8.755,30.25,3.0,2.8681818407716797,15.442109633880126,53.35243511600778,23.0,Moderate Activity,1,Watch,High,C-Scheme: One civic signal is showing unusual activity. Observed signals: civic incidents are elevated (3). Civic Pulse Score: 23/100. These signals are temporally associated; the system does not infer causation.,🚨 Civic incidents are elevated (score 53/100).
2026-09-24 09:10:00,Civil Lines,26.9075,75.787,2.16,5.99,41.894999999999996,1.0,3.721967953229546,14.834889954124533,11.540342563906705,10.5,Normal,0,Normal,High,Civil Lines is currently showing mostly normal civic conditions. The Civic Pulse Score is 10/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:10:00,Durgapura,26.8547,75.805,2.08,8.835,23.475,3.0,7.176354413269884,30.486648157400552,18.797212102698445,20.0,Moderate Activity,1,Watch,High,Durgapura: One civic signal is showing unusual activity. Observed signals: traffic congestion is unusually high (23%). Civic Pulse Score: 20/100. These signals are temporally associated; the system does not infer causation.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:10:00,Jagatpura,26.839,75.826,0.81,8.61,39.595,3.0,17.477162950855124,4.4301044312508555,27.69297178187694,15.3,Normal,0,Normal,High,Jagatpura is currently showing mostly normal civic conditions. The Civic Pulse Score is 15/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:10:00,Malviya Nagar,26.8508,75.806,3.14,5.585,45.535,2.0,15.39172368986809,24.45932205938331,6.731040736846531,16.4,Normal,0,Normal,High,Malviya Nagar is currently showing mostly normal civic conditions. The Civic Pulse Score is 16/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:10:00,Mansarovar,26.85,75.763,2.62,6.605,38.36,4.0,9.171044166662142,7.254466111569729,45.31577200670772,19.2,Normal,1,Watch,High,Mansarovar: One civic signal is showing unusual activity. Observed signals: civic incidents are elevated (4). Civic Pulse Score: 19/100. These signals are temporally associated; the system does not infer causation.,🚨 Civic incidents are elevated (score 45/100).
2026-09-24 09:10:00,Pratap Nagar,26.815,75.829,3.23,9.085,45.760000000000005,1.0,8.209317273442544,37.151440849398355,19.03206750451147,23.0,Moderate Activity,1,Watch,High,Pratap Nagar: One civic signal is showing unusual activity. Observed signals: traffic congestion is unusually high (46%). Civic Pulse Score: 23/100. These signals are temporally associated; the system does not infer causation.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:10:00,Raja Park,26.9,75.822,4.39,5.75,21.07,1.0,86.07183988860666,27.856776219726704,10.070171557046159,40.0,Elevated Activity,1,Watch,High,Raja Park: One civic signal is showing unusual activity. Observed signals: rainfall is unusually high (4.4 mm). Civic Pulse Score: 40/100. These signals are temporally associated; the system does not infer causation.,🌧️ Weather activity is elevated (score 86/100).
2026-09-24 09:10:00,Sanganer,26.8197,75.769,1.76,7.75,37.865,1.0,6.5446459928306675,26.77886174608277,7.552628667784621,14.9,Normal,1,Watch,High,Sanganer: One civic signal is showing unusual activity. Observed signals: traffic congestion is unusually high (38%). Civic Pulse Score: 15/100. These signals are temporally associated; the system does not infer causation.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:10:00,Vaishali Nagar,26.9124,75.7485,0.0,7.995,39.81,0.0,41.5415765832296,16.83869757365961,25.1754288926154,26.8,Moderate Activity,1,Watch,High,Vaishali Nagar: One civic signal is showing unusual activity. Observed signals: rainfall is unusually high (0.0 mm). Civic Pulse Score: 27/100. These signals are temporally associated; the system does not infer causation.,🌧️ Weather activity is elevated (score 42/100).
2026-09-24 09:20:00,C-Scheme,26.9118,75.795,2.42,7.195,49.135000000000005,2.0,2.7065691611400684,25.557746840250797,7.0610819340293425,13.2,Normal,1,Watch,High,C-Scheme: One civic signal is showing unusual activity. Observed signals: traffic congestion is unusually high (49%). Civic Pulse Score: 13/100. These signals are temporally associated; the system does not infer causation.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:20:00,Civil Lines,26.9075,75.787,2.16,14.015,35.230000000000004,1.0,3.508625611599059,44.53304641705425,10.650725476826475,22.1,Moderate Activity,1,Watch,High,Civil Lines: One civic signal is showing unusual activity. Observed signals: traffic delay is unusually high (14.0 min). Civic Pulse Score: 22/100. These signals are temporally associated; the system does not infer causation.,🚗 Traffic disruption is elevated (score 45/100).
2026-09-24 09:20:00,Durgapura,26.8547,75.805,2.08,11.94,35.405,3.0,6.7190086373769455,13.580895769466494,16.719212234130076,12.5,Normal,0,Normal,High,Durgapura is currently showing mostly normal civic conditions. The Civic Pulse Score is 12/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:20:00,Jagatpura,26.839,75.826,0.81,9.675,32.745000000000005,0.0,15.667019129664634,15.86402339344894,27.339988864815723,19.2,Normal,0,Normal,High,Jagatpura is currently showing mostly normal civic conditions. The Civic Pulse Score is 19/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:20:00,Malviya Nagar,26.8508,75.806,3.14,8.969999999999999,33.17,0.0,13.954730641722929,6.454043978454145,39.958445263961444,18.8,Normal,0,Normal,High,Malviya Nagar is currently showing mostly normal civic conditions. The Civic Pulse Score is 19/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:20:00,Mansarovar,26.85,75.763,2.62,6.6899999999999995,40.2,2.0,8.537034622214128,8.563249106533672,3.597820772059582,7.1,Normal,0,Normal,High,Mansarovar is currently showing mostly normal civic conditions. The Civic Pulse Score is 7/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:20:00,Pratap Nagar,26.815,75.829,3.23,4.395,34.34,1.0,7.664741044316722,13.263283933074854,16.90321284862207,12.7,Normal,0,Normal,High,Pratap Nagar is currently showing mostly normal civic conditions. The Civic Pulse Score is 13/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:20:00,Raja Park,26.9,75.822,4.39,6.745,41.54,1.0,42.266694163046225,7.687125819463995,9.345401644161292,18.6,Normal,1,Watch,High,Raja Park: One civic signal is showing unusual activity. Observed signals: rainfall is unusually high (4.4 mm). Civic Pulse Score: 19/100. These signals are temporally associated; the system does not infer causation.,🌧️ Weather activity is elevated (score 42/100).
2026-09-24 09:20:00,Sanganer,26.8197,75.769,1.76,10.780000000000001,29.375,3.0,6.1372462738145295,19.84159584661235,30.612432173579,19.0,Normal,0,Normal,High,Sanganer is currently showing mostly normal civic conditions. The Civic Pulse Score is 19/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:20:00,Vaishali Nagar,26.9124,75.7485,0.0,8.17,37.14,0.0,30.75426065474352,10.23250622853324,21.44147162832132,19.8,Normal,0,Normal,High,Vaishali Nagar is currently showing mostly normal civic conditions. The Civic Pulse Score is 20/100.,No major signal is currently contributing to the Civic Pulse Score.
2026-09-24 09:30:00,C-Scheme,26.9118,75.795,2.61,6.65,31.755000000000003,1.0,0.25688622952114587,9.533803767696545,23.29838575470128,10.9,Normal,0,Normal,High,C-Scheme is currently showing mostly normal civic conditions. The Civic Pulse Score is 11/100.,No major signal is currently contributing to the Civic Pulse Score.
